iter	MultiClass
302	1.048275598
303	1.048095849
304	1.0479962
305	1.047798061
306	1.047666191
307	1.047457489
308	1.047320962
309	1.047192576
310	1.047027089
311	1.046913143
312	1.046749002
313	1.046557953
314	1.046447912
315	1.046373463
316	1.046192164
317	1.046120777
318	1.045930871
319	1.045731312
320	1.04559702
321	1.045488772
322	1.04537607
323	1.045304058
324	1.045166991
325	1.045037074
326	1.044923971
327	1.04483722
328	1.044718987
329	1.044552646
330	1.044423291
331	1.044245716
332	1.044152188
333	1.044006252
334	1.043865236
335	1.043770915
336	1.043594718
337	1.043486795
338	1.043354342
339	1.043194658
340	1.043056387
341	1.042941493
342	1.042806534
343	1.04266291
344	1.042509574
345	1.042416266
346	1.042321076
347	1.042243028
348	1.042028213
349	1.041861483
350	1.041682039
351	1.041548383
352	1.04140116
353	1.041240252
354	1.041067944
355	1.040931054
356	1.040828063
357	1.040641593
358	1.040504028
359	1.040361406
360	1.040241797
361	1.040095509
362	1.039942579
363	1.039862748
364	1.039715711
365	1.039640162
366	1.039484294
367	1.039277816
368	1.039118162
369	1.038960302
370	1.038835095
371	1.038746682
372	1.038617657
373	1.038461042
374	1.03830698
375	1.038221784
376	1.038085879
377	1.037911994
378	1.037798151
379	1.037573146
380	1.037463281
381	1.037297025
382	1.03717799
383	1.037023208
384	1.036910542
385	1.036746047
386	1.036572532
387	1.03643938
388	1.036344877
389	1.036156215
390	1.036066756
391	1.035942982
392	1.035812751
393	1.035641413
394	1.035475359
395	1.035367395
396	1.035229128
397	1.035150374
398	1.035045611
399	1.034911336
400	1.03474596
401	1.034615855
402	1.034483635
403	1.034355869
404	1.034183607
405	1.034088236
406	1.033963902
407	1.033851154
408	1.033738367
409	1.033635892
410	1.033527577
411	1.033438046
412	1.033327644
413	1.033239763
414	1.033114518
415	1.032985609
416	1.032819974
417	1.032730609
418	1.032604579
419	1.032421005
420	1.032291242
421	1.032180679
422	1.032061744
423	1.031881135
424	1.031746332
425	1.031595
426	1.031455951
427	1.031353738
428	1.031258866
429	1.031060836
430	1.03094007
431	1.030737642
432	1.030617833
433	1.030512191
434	1.03035445
435	1.030245172
436	1.030120639
437	1.029971316
438	1.029835014
439	1.02967506
440	1.02955829
441	1.029472816
442	1.029333652
443	1.029143941
444	1.029097542
445	1.028957761
446	1.028861973
447	1.028733349
448	1.028646451
449	1.028528495
450	1.028405444
451	1.028282359
452	1.028190425
453	1.028086986
454	1.028034403
455	1.027957666
456	1.027823381
457	1.027654304
458	1.027532229
459	1.027369612
460	1.027273863
461	1.027124961
462	1.027024139
463	1.026868696
464	1.026749071
465	1.026644234
466	1.026496764
467	1.026397401
468	1.026286321
469	1.026189363
470	1.026111463
471	1.025985249
472	1.025812663
473	1.025709343
474	1.025566387
475	1.025416024
476	1.025302509
477	1.025142612
478	1.025044643
479	1.024903776
480	1.024732114
481	1.024666144
482	1.024530487
483	1.02439422
484	1.024254283
485	1.024128215
486	1.024007642
487	1.02392296
488	1.023813833
489	1.023654147
490	1.023534381
491	1.023417698
492	1.023268625
493	1.023122641
494	1.023047313
495	1.022944068
496	1.022801406
497	1.022691916
498	1.022498166
499	1.022382452
500	1.02223353
501	1.022110318
502	1.022001555
503	1.021840014
504	1.021759667
505	1.021692307
506	1.021566552
507	1.021416464
508	1.021341851
509	1.021256713
510	1.021099525
511	1.020930855
512	1.020824565
513	1.020683329
514	1.020606239
515	1.020422557
516	1.020298701
517	1.020211004
518	1.020143954
519	1.019969179
520	1.019870588
521	1.019736605
522	1.019631708
523	1.019495132
524	1.019310194
525	1.019172103
526	1.019081208
527	1.018990934
528	1.018925249
529	1.018793981
530	1.018642131
531	1.018580332
532	1.018423871
533	1.018300831
534	1.018187447
535	1.018078414
536	1.017990714
537	1.017857905
538	1.017786831
539	1.017718942
540	1.017622384
541	1.017503378
542	1.017353083
543	1.01722162
544	1.01706571
545	1.016927662
546	1.016840723
547	1.016734764
548	1.016606825
549	1.01648939
550	1.016356497
551	1.016235287
552	1.016102853
553	1.016000673
554	1.015827254
555	1.015660751
556	1.015539958
557	1.015415744
558	1.015301953
559	1.015166115
560	1.01498736
561	1.014888118
562	1.014745928
563	1.014600442
564	1.014484486
565	1.014371858
566	1.014228871
567	1.014116276
568	1.013971834
569	1.013871605
570	1.013733908
571	1.013612826
572	1.013523996
573	1.013433512
574	1.013258658
575	1.013120959
576	1.013016321
577	1.012881728
578	1.012761311
579	1.012623753
580	1.01248377
581	1.012349684
582	1.01222633
583	1.012108438
584	1.012001805
585	1.011880851
586	1.011747489
587	1.011602677
588	1.011438675
589	1.01134037
590	1.011238655
591	1.011103532
592	1.010987683
593	1.010881201
594	1.010793058
595	1.010699076
596	1.010615896
597	1.010519964
598	1.010388839
599	1.010324793
600	1.010240211
601	1.010138811
602	1.00999306
603	1.00989336
604	1.009777057
605	1.00966056
606	1.009538745
607	1.009449184
608	1.009303798
609	1.009187583
610	1.009050983
611	1.009009171
612	1.008884197
613	1.0087377
614	1.008647793
615	1.008526674
616	1.008438564
617	1.008318768
618	1.008244616
619	1.008097459
620	1.0080169
621	1.007915907
622	1.007827537
623	1.00777212
624	1.007658395
625	1.007563288
626	1.007408622
627	1.007285935
628	1.007163049
629	1.006992991
630	1.006859396
631	1.006744846
632	1.006627235
633	1.006562153
634	1.006442997
635	1.006284663
636	1.00618959
637	1.00608899
638	1.005974361
639	1.005841924
640	1.005732562
641	1.005619073
642	1.005477309
643	1.005340561
644	1.005257701
645	1.005128354
646	1.005025936
647	1.004921589
648	1.004838607
649	1.004705956
650	1.004575499
651	1.004475898
652	1.00430995
653	1.00415711
654	1.003987457
655	1.003845739
656	1.003721004
657	1.003643894
658	1.003522019
659	1.003433818
660	1.003339753
661	1.00319143
662	1.003067731
663	1.002974294
664	1.002888405
665	1.00280397
666	1.002696842
667	1.002585409
668	1.00246301
669	1.00236086
670	1.002259333
671	1.002118868
672	1.001973784
673	1.001879696
674	1.001708617
675	1.001595877
676	1.001483666
677	1.001402893
678	1.00123173
679	1.001104277
680	1.001005466
681	1.000936574
682	1.000836662
683	1.000688971
684	1.000576138
685	1.000477832
686	1.000358966
687	1.000268565
688	1.000131164
689	1.000096261
690	0.9999837472
691	0.9998788611
692	0.9997529717
693	0.9996608456
694	0.999548053
695	0.9995039113
696	0.9993870741
697	0.9992737477
698	0.9991483993
699	0.9990252839
700	0.9988857594
701	0.9987430881
702	0.9986169952
703	0.9985346993
704	0.9984689927
705	0.9983571615
706	0.9982589653
707	0.9981184155
708	0.9980204194
709	0.9979563489
710	0.9978684829
711	0.9977630659
712	0.9976535474
713	0.9975786642
714	0.9975326103
715	0.9974142322
716	0.9972669222
717	0.997146869
718	0.9970304897
719	0.9969102267
720	0.9967931602
721	0.9966989844
722	0.9965780422
723	0.9964696453
724	0.9963342811
725	0.9962144417
726	0.9960733501
727	0.9959187709
728	0.9958292157
729	0.9957851189
730	0.9956614284
731	0.9955494101
732	0.9954549665
733	0.9953801861
734	0.9952183518
735	0.9950932439
736	0.9949987085
737	0.9949123962
738	0.9948040784
739	0.9946844887
740	0.9946105662
741	0.9944588223
742	0.9943397577
743	0.9942266049
744	0.9940979137
745	0.9939745036
746	0.9938751136
747	0.9937184001
748	0.9936045234
749	0.9934997718
750	0.9934385982
751	0.9933215971
752	0.9932283667
753	0.9931250211
754	0.9929758258
755	0.9928714658
756	0.992768525
757	0.9926745546
758	0.99256095
759	0.9924199522
760	0.9923227362
761	0.9922039968
762	0.9921259679
763	0.9920235249
764	0.9918931665
765	0.9917946561
766	0.9917162407
767	0.9916286171
768	0.9915213827
769	0.991424462
770	0.9912797817
771	0.9911794151
772	0.9910810003
773	0.9910147635
774	0.9908755709
775	0.9907368945
776	0.9906148236
777	0.9905113082
778	0.9904194348
779	0.9903305929
780	0.9902617937
781	0.9901409345
782	0.9900443342
783	0.9899193025
784	0.9898255793
785	0.9897225838
786	0.9896027624
787	0.9894901238
788	0.9894205609
789	0.9893426035
790	0.9892278302
791	0.9891012711
792	0.9889925441
793	0.9888512263
794	0.9887203331
795	0.9885673867
796	0.9884662829
797	0.9883810015
798	0.9882786246
799	0.9881220206
800	0.988019353
801	0.9879564925
802	0.9878511175
803	0.9876783037
804	0.9875350647
805	0.9874725438
806	0.9873475157
807	0.9872029146
808	0.987075065
809	0.9869255134
810	0.9868018002
811	0.9867028983
812	0.986570215
813	0.9864802699
814	0.9863743334
815	0.9862425146
816	0.9861369995
817	0.9860159313
818	0.9858883377
819	0.9857560744
820	0.9856767281
821	0.9855594929
822	0.9853996092
823	0.9852322227
824	0.9851244702
825	0.9850090328
826	0.9849029891
827	0.9847552812
828	0.9846330898
829	0.9845179615
830	0.9843529624
831	0.9842473643
832	0.9841296041
833	0.9840273915
834	0.9839223327
835	0.9838610933
836	0.9837502212
837	0.9836499398
838	0.9835295198
839	0.9834350787
840	0.9832999211
841	0.9831590774
842	0.9830886342
843	0.9829791162
844	0.9828662295
845	0.9827545652
846	0.9826582473
847	0.9825041191
848	0.9823673061
849	0.982270384
850	0.9821740584
851	0.9821065026
852	0.9820126259
853	0.9818957393
854	0.9818278272
855	0.9817218363
856	0.9816385084
857	0.9815408857
858	0.9814362042
859	0.981329531
860	0.9811967557
861	0.9810555968
862	0.9809108145
863	0.9807903349
864	0.9807130452
865	0.9806139718
866	0.9804948826
867	0.9803946802
868	0.9802585989
869	0.9801519335
870	0.9800704548
871	0.9799754529
872	0.9798535318
873	0.9797172611
874	0.9796078565
875	0.9794824439
876	0.9793675539
877	0.9792366613
878	0.9791225379
879	0.9790139515
880	0.9788438141
881	0.9787560289
882	0.9786454668
883	0.9785395224
884	0.9784629851
885	0.9783444898
886	0.9782133921
887	0.9781395804
888	0.9780685121
889	0.9779470795
890	0.9778505903
891	0.9777401245
892	0.9776540143
893	0.9775685526
894	0.9774701081
895	0.9773610427
896	0.9772571386
897	0.9771798121
898	0.9770808769
899	0.9770103872
900	0.9768923757
901	0.9767516132
902	0.9766445569
903	0.9765580158
904	0.976438993
905	0.9763117061
906	0.9762116471
907	0.976088068
908	0.9759910028
909	0.9758879104
910	0.9757216213
911	0.9755923128
912	0.9754471459
913	0.9753335121
914	0.9752421159
915	0.9751279202
916	0.9750059417
917	0.9748861846
918	0.9747613359
919	0.9746537439
920	0.9745430723
921	0.9744027849
922	0.9742990108
923	0.9742175428
924	0.9741228868
925	0.974028871
926	0.9739257572
927	0.9738645393
928	0.9737374816
929	0.9736390514
930	0.9735565029
931	0.9734302739
932	0.9733552095
933	0.9732571978
934	0.9731688544
935	0.9730645461
936	0.9729644081
937	0.9729039151
938	0.9728176208
939	0.9727291407
940	0.9726272011
941	0.9725133702
942	0.9724074421
943	0.9723136115
944	0.9721564397
945	0.9720743412
946	0.9719566057
947	0.9718678391
948	0.9717839969
949	0.9716815667
950	0.9716286578
951	0.9715196909
952	0.971421963
953	0.9713284244
954	0.9712388585
955	0.971142801
956	0.9710141386
957	0.9709152194
958	0.9708421523
959	0.9707300308
960	0.9706095143
961	0.9705318425
962	0.9704497614
963	0.9703203571
964	0.9702210927
965	0.970122278
966	0.9700352788
967	0.9699512855
968	0.9698035013
969	0.969685907
970	0.9695759564
971	0.9694735908
972	0.9693977417
973	0.9692595555
974	0.9691627743
975	0.9690789047
976	0.9689755816
977	0.9688774584
978	0.9687350107
979	0.968654245
980	0.9685555313
981	0.9684518721
982	0.9683167407
983	0.9682345183
984	0.9681068733
985	0.9680234767
986	0.9679106253
987	0.9677663346
988	0.9676240892
989	0.9675178001
990	0.9674298001
991	0.9673246162
992	0.9671923538
993	0.9670869993
994	0.9669655659
995	0.9669027951
996	0.9667673664
997	0.9666759558
998	0.9665536714
999	0.9664482411
